,ItemNo,AItemName
571,1520,"نيبل حديد 1"" ياباني"
572,1511,"جلبة ذكركروم 3/4 *1/2"""
573,152,جلبة ذكركروم 15 ملي ايطالي
574,153,جلبة ذكركروم 20 ملي هزنت
575,1526,"نيبل غاز 1/2"""
576,1532,خلاط دش اتوماتيك  FIORE
577,1533,هراب مغطس الماني عادي سانيت
578,1534,هراب مغطس ايطالي نحاس اتوماتيك
579,1536,ماسورة دش كروم مخفي خفيف
580,1538,"راس هراب نحاس 1/2-1"""
581,1540,هراب مجلة مشترك ايطالي
582,1541,هراب مغسلة برونزي اتوماتيك
583,1524,"نيبل حديد 3""ياباني"
584,1539,هراب مجلة رخام شينل
585,1535,هراب شاور اتوماتيك بافلي
586,1542,هراب مغسلة اتوماتيك طويل ايطالي
587,154,جلبة ذكركروم 20 ملي ايطالي
588,1537,"سكر ظرف 1"" قروهي"
589,1544,"قسام حديد 3"" * 1/4-1"" ياباني"
590,1545,كوع لمبة هولدر ذكر سوري
591,1546,وردة  تليس
592,1547,"سكر زاوية 1/2""اركو اسبانى ثقيل"
593,1548,"جلبة ذكر بارد 50* 1/2-1"" ضغط عالى"
594,1549,ماسورة رمادى 110*5.3 ملي C-4نيبرو
595,155,ماسورة اكواثيرم 50 ملى المانى
596,1550,"سكر بيكس 1"""
597,1551,ماسورة كهرباء  90 * 2.2 مم
598,1552,"ماسورة بارد 1"" ضغط 80 طيار"
599,1554,"سكر ايطالى 1/2"" كرومWISE FIX"
600,1555,ماسورة كهرباء ابيض خفيف 16مم
601,1557,نقاص ابيض160 *110 بلاستيك
602,1558,سدة سنة ابيض 110مم
603,1559,غليون ابيض110*1/2-1
604,1560,سدة ابيض 114مم
605,1561,قسام واي ابيض جودة 114 ملي ضغط 40
606,1562,كوع سدة ابيض 114 مم
607,1543,هوايه ابيض 110 ملى
608,1553,"راس هراب نحاس 1/2-1""ايطالى"
609,156,"نقاص حديد 3""*1/2-2""يابانى"
610,1563,كوع ريحة ابيض نامات 114 ملى ضغط 40
611,1564,سلك تليفون امريكي P4
612,1565,قسام ابيض 110ملى جودة ضغط 40
613,1566,جلبة ابلكو 160 ملى
614,1567,سدة ابلكو 110 ملى
615,1568,قسام واي نامات110 * 50 ملى
616,1569,كوع فاتح نامات 110 ملى
617,157,"جلبة سنة ابيض 1/2-1""بلاستيك"
618,1570,جلبة نامات 110 ملى
619,1571,كوع ريحة ابلكو 110 ملى ابيض
620,1556,سدة سنة ابيض 160مم
621,1572,قسام واي ابلكو 75 ملى
622,1573,صفاية كروم اتوماتيك 10*10 سم
623,1574,جلبة اصلاح ابلكو 75 ملي
624,1575,غليون ابلكو 75 * 110 مم
625,1576,جلبة ابلكو 50 ملى
626,1577,سدة ابلكو 50 ملى
627,1579,"قسام ابيض 1/2"" ضغط 40"
628,1580,"نقاص ابيض 1""*1/2 بلاستيك"
629,1581,صفاية كروم 15*15 سم BOLAR
630,1582,"كوع سنة حار 1/2-1 "" نحاس"
631,1583,"كوع سنة حار 1/4-1"" نحاس"
632,1584,"شدوصل بارد 1/2"" ضغط 80"
633,1585,"جلبة سنة بارد 2"" *  75"
634,1586,"جلبة ذكر بارد بلاستيك 1/4-1"""
635,1587,"جلبة ذكر بارد سنة بلاستيك  3/4"""
636,1588,"كوع سنة بارد 3/4*1/2"""
637,1589,"نقاص ابيض 2"" *1/2-1""ضغط 40"
638,159,"جلبة سنة تركي 20 * 1/2"""
639,1590,"سدة حديد 2"" موديل"
640,1591,"نقاص حديد 2""*1"" صينى"
641,1592,"شدوصل حديد  1/2-1"" يابانى"
642,158,"جلبة سنة حار1"" نحاس"
643,1593,"جلبة حديد 2"" ياباني"
644,1578,"كوع ابيض 1/2-1"" ضغط 40"
645,1594,نقاص حديد 1/4-1*1/2 صينى
646,1597,شريط حديد3/4*15سم
647,1598,"شريط حديد لي 1"""
648,1599,"قسام حديد 2""*1/2"" يابانى"
649,16,مغسلة ابيض 1/2 عمود325 ستاربلس
650,160,نقاص بارد 110* 90 ملي ضغط 80
651,1601,"كوع حديد 3/4* 1"" يابانى"
652,1602,"جلبة نقاص حديد 1""*3/4"""
653,1603,"كوع حديد 1"" *1/2"" يابانى"
654,1604,"كوع حديد 3/4*1/2"" يابانى"
655,1596,شريط حديد1/2*10سم
656,1595,شريط حديد 3/4*10سم
657,1605,"كوع ذكر حديد ياباني  1/2"""
658,1606,"شدوصل حديد 1/2"" ياباني"
659,1600,"نيبل نحاس 1/2""*3/4"
660,161,قسام اكواثيرم 50*40 ملى المانى
661,1611,جلبة بارد 50 ملي ضغط80
662,1612,"كوع فاتح حديد 3"" ياباني"
663,1613,"كوع حديد 2""*1"" يابانى"
664,1614,"نيبل حديد 2"" موديل يابانى"
665,1617,"رداد ايطالى 1/4-1""نايم MONDIAL"
666,1609,كوع فاتح بارد 63 ملي ضغط80
667,1615,قسام قبلان32 ملى
668,1607,كوع غاز 1/2
669,1608,جلبة بارد 75 ملي ضغط80
670,1616,كوع قبلان 32 ملى
671,1618,"قسام سنة قبلان 32*1""ملى"
672,1619,علاق مناشف ملابس (5)
673,162,"جلبة سنة تركي 25 * 1/2"""
674,1622,"عوامة خزان 3""RUX"
675,1623,"قسام سنة تركي 32*3/4"""
676,1624,"سدة بارد 110"""
677,1625,كوع جمل تركي 32مم
678,1626,"قسام سنة تركي 25*1/2"""
679,1627,شدوصل قبلان 25مم
680,1621,"جلبة ذكر بارد 3"""
681,1620,سدة قبلان 25مم
682,1628,كوع تركي 25 ملى
683,1629,"جلبة ذكر تركى 40 *1/4-1"""
684,163,"جلبة سنة تركي 25 * 3/4"""
685,1630,"سكر تركي كوستا  20*3/4"""
686,1631,"قفيز مع ربر 2"""
687,1632,"سكر ظرف 1/2"" قروهي"
688,1634,كرسى افرنجى ابيض 080 ستار بلس
689,1636,قسام كهرباء حديد15*15*6 سم
690,1637,"ماسورة ابيض 2"" BPF ضغط 40"
691,1635,قلب سكر قبلان 25 ملي عادي
692,1638,غطاء كرسى افرنجى اماراتي خفيف
693,1639,"سكر زاوية 1/2"" ADIA"
694,164,شدوصل اكواثيرم 40 مم
695,1640,"سكر زاوية 1/2"" دوجي ايطالي"
696,1642,مكينة حراري تحويل
697,1645,خلاط دش DOLPHY
698,1646,سلك انترنت CAT 6
699,1648,"ماسورة ابلكو 4"" 2متر"
700,1643,خلاط دش سنيترى فوكت
701,1644,خلاط مغسلة سنيترى فوكت
702,1633,خلاط دش يوروستايل 33591002 جروهى
703,1647,سخان فورى تركي 220--900 CEMSAN
704,165,"جلبة سنة تركي 32* 1"""
705,1650,خلاط مجلة جداراتوماتيك RHEIN-2
706,1651,لمبة كشاف500 شمع
707,1652,"كوع ذكركروم 1/2""المانى"
708,1653,خلاط بارد فلورا
709,1654,"جلبة كروم 1/2"""
710,1655,تيب المونيم G2100
711,1656,لي بكس 80 سم
712,1658,كوع فاتح قبلان 50 ملى
713,1649,لمبة كورا 50 وات ابيض ليد
714,1641,شاكوش 1.5 كيلو برازيلي
715,1659,"ماسورة ابيض 3"" BPF ضغط 40"
716,1657,شدوصل قبلان 50 مم
717,1660,"رداد ايطالى 2""نايم MONDIAL"
718,1662,"رداد ايطالى 1/2-1""نايم MONDIAL"
719,1663,ميزان خلاط طقم
720,1665,كرسى افرنجى بيج كرات قطعتين
721,1666,نقاص كرسى افرنجى كروم1/2*3/8 هندى
722,1667,شدوصل قبلان 32مم
723,1668,قسام اكواثيرم 40*25 ملى المانى
724,1669,"لي ماء 1""25 متر سعودي هوز"
725,1661,"رداد ايطالى 3"""
726,1664,تطويلة تركي 3 سم
727,4899,"جلبة سنة قبلان 25 *3/4"""
728,167,ماسورة رمادى 75 * 3 ملي نيبرو
729,1670,نقاص كرسى افرنجى كروم1/2*3/8 المانى
730,1672,"لي ماء 25 متر1/2"" سعودى هوز"
731,1673,نقاص غازسنة داخلى
732,1674,نقاص غازسنة خارجى
733,1675,قسام مكيف لي
734,1676,لي ماء 3/4*50 مترالعايد
735,1677,خلاط دش جروهي يورودسك33390002
736,1678,كشاف 500 وات
737,1679,توصيلة كهرباء 5 متر SHINE
738,166,"جلبة سنة قبلان 25 * 1/2"""
739,168,"جلبة سنة حار1/2-1"" نحاس"
740,1671,"لي ماء 50 متر1/2""سعودى هوز"
741,1681,ترانس الماني 12*50*110
742,1682,ترانس الماني 12*50*220
743,1683,شحم كهرباء سطل
744,1684,كيبل تائى ربط 150 مم
745,1685,قزاز40 شمع امريكي
746,1686,قاعدة نجف 2*20*110
747,1688,قزاز 20 شمع  GE
748,1689,سلك دش50 ياردة
749,169,"جلبة سنة حار 1/4-1"" نحاس"
750,1687,قزاز18 شمع فلبس
751,1680,سستا كهرباء 5 متر
752,1690,كوع لمبة هيلوجن
753,1691,كوع هولدر نجف
754,1692,غطاء المونيوم شبك 90*90 سم ضلفتين ربيتال
755,1693,لمبة لوسى صيني R63
756,1694,لمبة لوسى صيني R80
757,1695,لمبة فلبس60*100شمع
758,1696,مفتاح مكيف الرائد7*14
759,1697,فيش تليفون الرائد
760,1698,لمبة كشاف70شمع
761,1699,فيش 16امبير الفا ميرا
762,17,اكسسوارحمام CP5600
763,170,"جلبة سنة حار2"" نحاس"
764,1700,شبكة حرارى قبلان 37 خط *90*32 معزول
765,1703,فيش 16امبيرابيضNAS- PLUS
766,1704,مفتاح مكيف 7 سم ابيض NAS PLUS
767,1705,مفتاح جرس بيج  NAS PLUS
768,1708,خلاط مغسلة DOLPHY
769,1709,"جلبة ذكر تركى 63 *2"""
770,171,"جلبة سنة حار 3/4 * 1/2"" نحاس"
771,1710,كيلون باب حديدISEO
772,1701,"دينمو 3"" سمنان STA-RITE ضمان وكيل"
773,1711,فيش ذكر16 امبيراصلى
774,1707,قلم ماركر
775,1702,فيش ذكر13 امبير الف
776,1712,"غطاس بيارة 1/2-1""HPسمنان"
777,1713,مسمار طبلون
778,1716,مسمار صاج 3*6 علبة
779,1719,كرسى عربى بورسلينا بيج
780,172,"جلبة ذكر بارد 1/2-2"""
781,1721,ميزان بناء 40 سم
782,1722,ميزان بناء 50 سم
783,1720,مزراب 3بوصة بيج ستامينا
784,1714,قلب باب خشب صينى
785,1715,مسمار صاج 1/2-1*6 علبة
786,1717,"عازل 1/2-1"""
787,1718,"عازل 2"""
788,1723,لي بكرة 1.5 متر
789,1726,علاق مناشف1806
790,1727,"قفيز لي 1/2""ثقيل"
791,1728,قفيز لي غاز
792,1729,مقص مواسير63 ملي تايوان
793,1731,"قسام حديد 1/2-2"""
794,1732,متر 30 متربلاستيك
795,1733,ريشة رخام 12 مم
796,1730,قفل علاقى 63 ملي
797,1724,"جلمبو 12"" صيني"
798,173,"جلبة حار 1"""
799,1734,مغطس 70*170 ابيض الحديث فوق بلاط
800,1735,مغطس 70*140 ابيض الحديث فوق بلاط
801,1736,ريشة هيلتى صيني 14مم
802,1737,خلاط مغسلة جروهي كوستا21375001
803,1738,"نيبل نحاس 3/8"""
804,174,"جلبة حديد 1"" ياباني"
805,1741,"علبة سبورت لائت احمر طويل2"""
806,1742,"شدوصل ابيض 1"" ضـغط 40"
807,1739,قسام كهرباء حديد 10*10*10 سم
808,1725,كيبل 16 *4 خط الرياض
809,1740,غطاء زهرمدور70*70سم
810,1743,"شدوصل ابيض 3/4"" ضغط 40"
811,1744,"شدوصل ابيض 1/2"" ضغط 40"
812,1745,راس شطاف ابيض ايطالى BTC
813,1746,خلاط مجلة جدار جروهي 31191001
814,1747,"كوع غاز 3/4"""
815,1748,"سكر غاز نحاس 3/4"" ايطالي"
816,1749,"جلبة ذكر تركى 75 *1/2-2"""
817,175,جلبة حديد 1/2-1 يابانى
818,1750,قسام تحويل 40*32 ملى اسود
819,1751,قسام قبلان 63*25*63 ملي
820,1752,"جلبة سنة تركي 20 * 3/4"""
821,1753,هراب مجلة كوري صغير*صغير
822,1754,هراب مجلة كوري  صغير * كبير
823,1757,سلسلة حديد 6 مم بالمتر
824,1758,سلسلة حديد 8 مم بالمتر
825,176,"جلبة حديد 1/4-1"" يابانى"
826,1763,سلك كمبيوتر8 خط  كلبسال CAT6
827,1764,كرسى افرنجى بيج 286 ستار بلس
828,1766,سلك دش بلدن 1000قدم
829,1759,ريشة حديد 2 مم
830,1761,جلدة لي  3/4
831,1762,جلدة لي 1/2
832,1756,تيب كهرباء امريكى
833,1760,"سكر زاوية 1/2"" شيل"
834,1765,سلك تليفون امريكي P2
835,1767,"جلبة سنة تركي 50 * 1/2-1"""
836,1768,خلاط مغسلة يوروستايل جروهي 33558001
837,1769,"قسام حديد 1""ياباني صليب"
838,177,"جلبة حديد 3"" ياباني"
839,1770,طاسة دش قروهى
840,1771,طاسة دش استيل صغير
841,1772,نيبل كروم الماني 1/2
842,1774,مسكة بانيو 30 سم
843,3489,"نيبل نحاس 1"""
844,1776,كرسى افرنجى ابيض 152*25 ستاربلس
845,1773,خلاط مجلة خرم 1 يوروسمارت جروهي 33202001
846,1775,قاطع متعدد مخارج 200امبير الترا
847,1777,قسام واي ابلكو 160*110 ملى
848,1779,مرايا صيدلية بى في سي 80سم
849,178,"جلبة حديد 3/4"" يابانى"
850,1781,مرايا 2150 -C ائيديل
851,1782,ساعة ضغط 16 بارايطالي
852,1783,كرسى افرنجى ابيض 028 *25ستار بلس
853,1784,مسكة بانيو 40 سم
854,1785,"نقاص ابيض 3/4"" * 1/2"" بلاستيك"
855,1786,مغسلة ابيض801 ستار بلس
856,1787,قاطع متعدد مخارج 600امبيرشنيدر
857,1780,قسام كهرباء حديد 20*20*6 سم
858,1788,مغسلة بى فى سى بنى 70 سم ستار بلس
859,1789,مغسلة بيج 205 ائيديل
860,1790,"سكر زاوية 1/2"" كريس"
861,1791,ماسورة رمادى 110*5.3 ملي سابكو
862,1792,ماسورة رمادى 160*4.7 ملي سابكو
863,1793,سلك تربيط 22*8 كيلو
864,1794,مغطس 140*140 فوق البلاط ابيض
865,1795,"سكر زاوية 1/2"" انجليزى DOMUS"
866,1796,"لي ماء 25 متر3/4""سعودى هوز"
867,1797,خلاط مجلة شجرة جروهي 31812001
868,179,جلبة قبلان 32 ملى
869,1798,"دسك جرانيت 7""TURBO-PLUS"
870,18,اكسسوارحمام هوفمان المانى
871,1802,هراب مغسلة كروم S تريديكس
872,1803,سماع دش  CROWN
873,1804,سلك مبروم 10مم 3خط
874,1806,"لي ماء1""*50متر سعودى هوز"
875,1807,ماسورة اكواثيرم 75 ملى المانى
876,1805,"لي ماء 50 متر3/4""سعودى هوز"
877,1801,خلاط مجلة جروهي زيدرة 32553000
878,1800,خلاط مجلة اتوماتيك مينتا جروهي 32917
879,180,"جلبة غاز 1/2"""
880,1808,"سدة ذكركروم 1/2"""
881,181,"جلبة غاز 3/4"""
882,1812,"جلبة سنة تركي 63 * 2"""
883,1813,ماسورة تركي 50 ملى
884,1814,جلبة تركي 50 ملى
885,1815,"جلبة سنة تركي 75 * 1/2-2"""
886,1816,قسام تركي 50 ملى
887,1817,كوع تركي 50 ملى
888,1809,سخان 80 لتر ايكتترا خط 220
889,1811,قسام كهرباء حديد 20*20*10 سم
890,1810,"سكر قبلان مخفي عادي 25* 3/4"""
891,182,نقاص اكواثيرم 75 * 50 ملى المانى
892,1822,قاعدة نجف بغطاء 2*20 خط 110*521
893,1824,قاعدة نجف شرائح60*60 *220
894,1825,كابينة زجاج مربع 70*70سم
895,1826,مغسلة دلاب بيج 6808  A
896,1827,مغسلة دلاب ابيض 50 سمB-6808 ائيديل
897,1823,قاعدة نجف شرائح60*60 *110
898,1819,كرسى عربى ابيض ستار بلس
899,1820,قاعدة نجف بغطاء 2*20 خط110*518
900,1821,قاعدة نجف بغطاء 2*20 خط220*909
901,1818,قسام كهرباء حديد 40*40*10 سم
902,1828,"ماسورة ابيض 2""طيار ضغط40"
903,1829,"سكر زاوية 1/2"" قروهي ذهبي"
904,183,"جلبة حديد كهرباء ملبوش 1"""
905,1830,مغسلة ابيض 199 ستار بلس
906,1832,"سكر ايطالي 3/4"" BUGATTI"
907,1835,"سكر ايطالي 3"" BUGATTI"
908,1837,ماكينة لحام حرارى انابيب الاخضر
909,1838,عوامة سيفون افرنجى صينى
910,1834,"سكر ايطالي 2"" BUGATTI"
911,1833,"سكر ايطالي 1"" BUGATTI"
912,1831,مغسلة ابيض 026 ائيديل
913,1836,شبك تليس 60 سم
914,1839,عوامة سيفون GD
915,184,جلبة ابيض كهرباء 16 ملى ضغط40
916,1840,مغسلة ابيض 2004 ائيديل
917,1841,"شدوصل بارد 1"" ضغط80"
918,1842,لمبة لوسي R50خط110-220
919,1844,صفاية المنيوم 20*20سم خ
920,1845,مغسلة ابيض 305A ائيديل
921,1848,"نيبل كروم 3/8 *1/2 ""BOOS"
922,1849,سماع دش كبير ياسمين
923,1843,صفاية المنيوم 15*15سم خ
924,1847,سيفون كرسي افرنجى خزف سعودى
925,1846,مجلة المنيوم 50 * 50 سم
926,1850,مغسلة ابيض 2077
927,1852,ماسورة كهرباء ايجاء 25 ملي
928,1853,"قسام حديد 1/2"" ياباني"
929,1854,جلدة دينمو
930,1855,"جلبة ذكر تركى 25 *3/4"""
931,1856,"شدوصل حديد 1/4-1"" يابانى"
932,1858,"نقاص حديد 1/4-1""*1/2 يابانى"
933,1859,شاورزاوية  70*70 ابيض بدر
934,186,جلبة قبلان 25 ملى
935,1851,كرسى افرنجى ابيض فينوس خزف سعودي
936,1857,نقاص حديد 1/2-1*3/4 يابانى
937,185,"قفيز مع ربر 1/2"""
938,1861,ربر ماسورة 110 ملى
939,1862,سستا كهرباء طعاجة 20مم
940,1864,مغطس برنفيل 160*75 ابيض الحديث
941,1865,شاورمربع  70*70 ابيض بدر
942,1866,كوع فاتح قبلان 75 ملى
943,1867,شاورزاوية  90*90 ابيض بدر
944,1868,"قسام ابيض 1/2-1""نامات ضغط 40"
945,1869,ماسورة رمادى 63 ملي 3.0 مم نيبرو
946,1870,جلبة ابيض 110 ملى جودة ضغط 40
947,1860,ربر ماسورة 160 ملى
948,187,جلبة ملبوش 25 ملي ايجاء
